record_id,entity_id,Source,Name,Surname,birth_date,Sex,Place Of Birth,Nationality,Codice Belfiore
rec_922,entity_1374,C,Teodor,Heba,25-04-1977,M,Albania,Albania,Z100
rec_923,entity_1168,C,Maurizio,Milanetto,29-01-1968,M,Italia,Italia,G273
rec_927,entity_983,C,Fabio,Stein,24-09-1975,M,Italia,Italia,A883
rec_934,entity_319,C,Giorgio,Togliatti,15-05-1962,M,Italia,Italia,H501
rec_935,entity_1504,C,Bakir,Aissa,08-08-1992,M,Marocco,Marocco,Z330
rec_939,entity_616,C,Andrea,Cassar,30-06-1948,M,Italia,Italia,A952
rec_940,entity_107,C,Giovanni,Abagnael,03-02-1965,M,Italia,Italia,D390
rec_943,entity_871,C,Ricciotti,Muratori,18-11-1978,M,Italia,Italia,A841
rec_953,entity_1178,C,Tiziano,Lercari,10-01-1974,M,Italia,Italia,C618
rec_955,entity_767,C,Fabio,Alver,13-09-1988,M,Italia,Italia,C107
rec_959,entity_790,C,Giuliano,Sinisi,29-06-1989,M,Italia,Italia,H501
rec_963,entity_1649,C,Lotfi,Rebaw,07-12-1969,M,Tunisia,Tunisia,Z352
rec_966,entity_1113,C,Virgilio,Levratto,26-02-2002,M,Italia,Italia,F258
rec_967,entity_230,C,Dante,D'Ambrosi,08-04-1960,M,Italia,Italia,H501
rec_970,entity_1977,C,Koiyan,Morlu,06-04-1983,M,Liberia,Liberia,Z325
rec_972,entity_89,C,Antonio,Calebotta,18-07-1957,M,Italia,Italia,D711
rec_979,entity_1785,C,Gladstone,Agbamu,11-05-1999,M,Nigeria,Nigeria,Z335
rec_980,entity_793,C,Carlo,Gagliardi,27-06-1973,M,Italia,Italia,M309
rec_983,entity_1691,C,Subbaiah Anjaparavanda,Bopaiha,05-11-1984,M,India,India,Z222
rec_989,entity_367,C,Graziano,Bottigliero,04-04-1973,M,Italia,Italia,I690
rec_991,entity_410,C,Enzo,Cavalli,30-07-1976,M,Italia,Italia,C034
rec_992,entity_1287,C,Giacmo,Bozzano,06-03-1992,M,Italia,Italia,A841
rec_994,entity_954,C,Emilio,Mainoldi,24-06-1968,M,Italia,Italia,F205
rec_998,entity_1776,C,Isatou,Darboe,22-03-1974,M,Gambia,Gambia,Z317
rec_999,entity_522,C,Niccolo,Mazzeo,13-02-1976,M,Italia,Italia,H501
rec_1003,entity_1249,C,Guglelmo,Vecoli,02-05-1963,M,Italia,Italia,E625
rec_1005,entity_352,C,Pio,Ferraris,08-09-1993,M,Italia,Italia,E951
rec_1008,entity_1053,C,Diego Emilio Romero,Paschetta,15-06-1969,M,Italia,Italia,L833
rec_1011,entity_1611,C,Boris,Zlokovi,04-07-1990,M,Montenegro,Montenegro,Z159
rec_1014,entity_199,C,Oppes,Salvatore,26-09-1978,M,Italia,Italia,G273
rec_1015,entity_543,C,Danile,Giovanardi,18-10-1963,M,Italia,Italia,E054
rec_1020,entity_1324,C,Enrico,Sgrulletti,06-01-1963,M,Italia,Italia,G273
rec_1022,entity_307,C,Carlo,Pavesi,02-07-1977,M,Italia,Italia,F839
rec_1028,entity_1940,C,Walerian,Maryaski,28-04-1981,M,Polonia,Polonia,Z127
rec_1033,entity_636,C,Federe,Sbarbaro,31-01-1995,M,Italia,Italia,L407
rec_1037,entity_1320,C,Carmine,Tucci,17-04-1978,M,Italia,Italia,A294
rec_1038,entity_1923,C,Dumitru Marian,Berbece,09-11-1993,M,Romania,Romania,Z129
rec_1040,entity_1771,C,Aminu,Umar,09-11-1991,M,Nigeria,Nigeria,Z335
rec_1042,entity_1685,C,Iosif,Naghi,20-03-1980,M,Romania,Romania,Z129
rec_1046,entity_1976,C,Corneliu,Oros,31-03-1980,M,Romania,Romania,Z129
rec_1048,entity_1340,C,Sonjd,Bai,14-08-1970,F,Croazia,Croazia,Z149
rec_1052,entity_659,C,Piero,Giovine,26-12-1989,M,Italia,Italia,A522
rec_1053,entity_1470,C,Seck,Saliou,29-06-1986,M,Senegal,Senegal,Z343
rec_1054,entity_58,C,Giorgia,Campana,24-08-1971,F,Italia,Italia,A766
rec_1055,entity_972,C,Giuseppe,Peranda,22-11-1964,M,Italia,Italia,H501
rec_1060,entity_586,C,Zisser,Stefan,02-11-1964,M,Italia,Italia,F205
rec_1064,entity_1407,C,Samuel,Peter,25-02-1979,M,Nigeria,Nigeria,Z335
rec_1077,entity_498,C,Angelo,Bottaro,25-12-1977,M,Spagna,Italia,Z131
rec_1078,entity_1034,C,Daniele,Scarpa,24-04-1969,M,Italia,Italia,F839
rec_1081,entity_644,C,Samuel,Pizzetti,22-01-1961,M,Italia,Italia,G220
rec_1082,entity_1081,C,Franco,Cavallo,10-05-1998,M,Italia,Italia,H501
rec_1083,entity_1561,C,Rafal,Buszek,01-02-1974,M,Polonia,Polonia,Z127
rec_1088,entity_1882,C,Abdel Hamid,Slimani,06-01-1988,M,Marocco,Marocco,Z330
rec_1091,entity_1641,C,Chika,Chukwumerije,21-09-1986,M,Nigeria,Nigeria,Z335
rec_1094,entity_1042,C,Luigi,Da Corte Zandatina,27-01-1981,M,Italia,Italia,E986
rec_1096,entity_13,C,Maria Paola,Turcuttbo,19-03-1986,F,Italia,Italia,L049
rec_1097,entity_1760,C,Makrem,Ayed,17-06-1978,M,Tunisia,Tunisia,Z352
rec_1103,entity_1102,C,Paganini,Gianluigi,09-01-1994,M,Italia,Italia,A390
rec_1108,entity_1756,C,Osmsn,Haxhi,09-06-1988,M,Albania,Albania,Z100
rec_1111,entity_1991,C,Driss,Moussaid,24-11-1977,M,Marocco,Marocco,Z330
rec_1112,entity_588,C,Riccardo,Mazzettin,23-10-1953,M,Italia,Italia,I438
rec_1114,entity_117,C,Michele,Zerial,14-09-1974,M,Italia,Italia,F839
rec_1115,entity_624,C,Mirko,Corsano,22-05-1982,M,Italia,Italia,B296
rec_1123,entity_1082,C,Diego,Mazzeo,22-11-1997,M,Italia,Italia,D612
rec_1128,entity_1801,C,Yunfeng,Ma,13-01-1980,M,Cina,Cina,Z210
rec_1129,entity_1506,C,Kacem,Bouallouche,09-03-1979,M,Marocco,Marocco,Z330
rec_1133,entity_1794,C,Hagib,Sissoko,01-01-1973,M,Mali,Mali,Z329
rec_1138,entity_1171,C,Nino,Fabbri,06-07-1955,M,Italia,Italia,L259
rec_1139,entity_464,C,Riccardo,De Luca,09-10-1983,M,Italia,Italia,H223
rec_1140,entity_450,C,Enrico,Garzelli,30-01-1968,M,Italia,Italia,M213
rec_1141,entity_139,C,Michele,Sgarbi,27-09-1983,M,Italia,Italia,G999
rec_1142,entity_1558,C,Etienne,Kinteh,18-12-1984,M,Gambia,Gambia,Z317
rec_1148,entity_1655,C,Jacob Martins,Obiorah,07-08-1990,M,Nigeria,Nigeria,Z335
rec_1152,entity_579,C,Massimiliano,Tornatore,24-07-1995,M,Italia,Italia,C523
rec_1155,entity_1997,C,Ibrahim Ramadan Ibrahim,Abdelbaki,10-08-1996,M,Egitto,Egitto,Z336
rec_1156,entity_1795,C,Renato Tupan,Ruy,01-03-1994,M,Brasile,Brasile,Z602
rec_1163,entity_645,C,Nicola,Delli Santi,13-08-2004,M,Italia,Italia,D810
rec_1167,entity_1660,C,Rachid,El-Haddak,31-01-1989,M,Marocco,Marocco,Z330
rec_1173,entity_1125,C,Sgarbi,Federico,12-12-1969,M,Italia,Italia,D708
rec_1175,entity_398,C,Antonino,Turci,11-01-1967,M,Regno Unito,Italia,Z114
rec_1178,entity_1603,C,Mohamed,Khalladi,20-07-1991,M,Tunisia,Tunisia,Z352
rec_1181,entity_1459,C,Khalif,Diouf,16-01-1990,M,Senegal,Senegal,Z343
rec_1185,entity_1462,C,Constantin,Postoiu,20-02-1978,M,Romania,Romania,Z129
rec_1190,entity_1734,C,Bechir,Kiiari,30-11-1982,M,Tunisia,Tunisia,Z352
rec_1193,entity_1205,C,Marco,Montelatici,08-12-1964,M,Italia,Italia,I903
rec_1194,entity_1176,C,Christian,Mura,08-04-1986,M,Italia,Italia,G371
rec_1197,entity_661,C,Fernando,Altimani,28-05-1969,M,Italia,Italia,L157
rec_1199,entity_1478,C,Jos Gerardo,Olivero,08-08-1977,M,Repubblica Dominicana,Repubblica Dominicana,Z505
rec_1200,entity_537,C,Matteo,Castaldo,18-08-1956,M,Italia,Italia,L319
rec_1202,entity_1096,C,Massimo,Cartasegna,27-07-1992,M,Italia,Italia,E202
rec_1207,entity_1403,C,Saad,Khalloqi,05-12-1985,M,Marocco,Marocco,Z330
rec_1208,entity_896,C,Giulio,Pisano,26-02-1995,M,Italia,Italia,H199
rec_1219,entity_434,C,Umberto,Barozzi,15-06-1998,M,Italia,Italia,B428
rec_1222,entity_1887,C,Ahmad,Ouacgit,09-01-1984,M,Marocco,Marocco,Z330
rec_1226,entity_482,C,Oscar,Prati,25-12-1970,M,Italia,Italia,C860
rec_1227,entity_925,C,Nino,Argentero,03-04-1974,M,Italia,Italia,F158
rec_1228,entity_667,C,Giuseppe,Abbagnale,16-05-1992,M,Italia,Italia,F284
rec_1231,entity_100,C,Massimiliano,Cagnotto,26-06-1969,M,Regno Unito,Italia,Z114
rec_1232,entity_444,C,Ubaldo,Scandone,16-03-1975,M,Italia,Italia,A944
rec_1235,entity_1766,C,Es-Salhi,Youns,14-02-1985,M,Marocco,Marocco,Z330
rec_1240,entity_1820,C,Charles,Nwokolo,31-01-1997,M,Nigeria,Nigeria,Z335
rec_1243,entity_1709,C,Alaa,Al-Shili,12-07-1981,M,Tunisia,Tunisia,Z352
rec_1244,entity_886,C,Gianguido,Molanesi,13-12-1981,M,Italia,Italia,D810
rec_1249,entity_754,C,Mirko,Bettin,02-02-1964,M,Italia,Italia,H501
rec_1250,entity_1440,C,Aboubacar,Diallo,24-12-1966,M,Guinea,Guinea,Z319
rec_1253,entity_1310,C,Cesare,Pinarello,27-10-1967,M,Italia,Italia,H598
rec_1254,entity_683,C,Roberto,Calcaterra,07-08-1984,M,Italia,Italia,A512
rec_1255,entity_417,C,Aldo,Buttini,19-12-2001,M,Italia,Italia,D704
rec_1256,entity_238,C,Terenzio,Luzi,20-08-1985,M,Italia,Italia,H657
rec_1257,entity_1220,C,Giuliano,Giardini,18-06-1975,M,Italia,Italia,F205
rec_1260,entity_1173,C,Lorenzo,Porzio,19-08-1969,M,Italia,Italia,G811
rec_1261,entity_1659,C,Alex Leonaro,Quinez Martinez,04-10-1976,M,Ecuador,Ecuador,Z605
rec_1263,entity_424,C,Giovanni,Camputaro,12-05-1993,M,Italia,Italia,F205
rec_1266,entity_924,C,Giovanni,Lattusda,18-05-1981,M,Italia,Italia,A662
rec_1272,entity_458,C,Gioele,Lucciano,12-03-1987,M,Italia,Italia,F784
rec_1273,entity_1906,C,Radu,Scrneci,16-08-2001,M,Romania,Romania,Z129
rec_1275,entity_674,C,Raffaele,Marconi,06-07-1986,M,Italia,Italia,F915
rec_1276,entity_509,C,Goldstein,Lucio,18-04-1970,M,Italia,Italia,D704
rec_1282,entity_1293,C,Angelo,Bertolazzi,25-02-1989,M,Italia,Italia,L245
rec_1285,entity_695,C,Nanni,Pizziol,17-03-2003,M,Italia,Italia,G157
rec_1290,entity_83,C,Tarcisio,Burgnich,14-05-1985,M,Italia,Italia,C003
rec_1294,entity_1077,C,Luciano,Pareto,13-05-1973,M,Italia,Italia,F023
rec_1299,entity_1977,C,Koiyan,Morlu,06-04-1983,M,Liberia,Liberia,Z325
rec_1301,entity_1452,C,Enver,Hoxha,13-05-1987,M,Albania,Albania,Z100
rec_1302,entity_1246,C,Ssntino,Pellegrino,30-05-1972,M,Italia,Italia,I700
rec_1305,entity_266,C,Ludovico,Zabarella,09-01-1951,M,Italia,Italia,F205
rec_1312,entity_53,C,Daria Camilla,Fsntoni,22-02-1994,F,Italia,Italia,E625
rec_1313,entity_1984,C,Andriy Olehovych,Shafaniuk,11-09-1988,M,Ucraina,Ucraina,Z138
rec_1315,entity_1833,C,Vasile,Coro,15-07-1982,M,Romania,Romania,Z129
rec_1320,entity_1238,C,Fabio,Pecchia,30-05-1995,M,Italia,Italia,D711
rec_1321,entity_1392,C,Boubacar Sidiki,Kone,15-10-1995,M,Mali,Mali,Z329
rec_1325,entity_836,C,Marco,Arpino,26-12-1997,M,Italia,Italia,I480
rec_1330,entity_1226,C,Gaetano,Giplitti,26-06-1991,M,Italia,Italia,G752
rec_1331,entity_13,C,Maria Paola,Turcuttbo,19-03-1986,F,Italia,Italia,L049
rec_1340,entity_1871,C,Lotfi,Turki,27-01-1979,M,Tunisia,Tunisia,Z352
rec_1343,entity_475,C,Giovanni,Benfratello,23-05-1987,M,Italia,Italia,E290
rec_1349,entity_1573,C,Imad,Ahelluc,04-11-1992,M,Marocco,Marocco,Z330
rec_1361,entity_502,C,Marco,Motta,30-04-1996,M,Italia,Italia,G921
rec_1364,entity_1150,C,Biagio,Desio,02-12-1987,M,Italia,Italia,G252
rec_1366,entity_436,C,Mauro,Spadafora,25-11-1973,M,Italia,Italia,G273
rec_1367,entity_1890,C,Naoucfel Ben,Rabah,12-08-2003,M,Tunisia,Tunisia,Z352
rec_1374,entity_537,C,Matteo,Castaldo,18-08-1956,M,Italia,Italia,L319
rec_1380,entity_1356,C,Olha,Pavlova,27-08-1981,F,Ucraina,Ucraina,Z138
rec_1381,entity_1021,C,Piergiuseppe,Ruggieri,14-10-1967,M,Italia,Italia,F152
rec_1385,entity_1266,C,Roberto,Cassio,10-05-1975,M,Italia,Italia,A401
rec_1386,entity_1739,C,Al-Farouq Ajiede,Aminu,22-01-1989,M,Nigeria,Nigeria,Z335
rec_1388,entity_1899,C,Mohsin Nazar,Khan,21-05-1991,M,Pakistan,Pakistan,Z236
rec_1397,entity_1190,C,Massimo,Fioravanti,21-09-1980,M,Italia,Italia,I293
rec_1400,entity_1867,C,Abdelaziz,Fassi,16-02-1999,M,Marocco,Marocco,Z330
rec_1402,entity_1643,C,Nikola,Janovi,23-09-1979,M,Montenegro,Montenegro,Z159
rec_1404,entity_186,C,Clemente,Ossola,22-09-1997,M,Uruguay,Italia,Z613
rec_1406,entity_366,C,Federico,Bissno,24-08-1981,M,Italia,Italia,A269
rec_1408,entity_583,C,Aldo,Boni,07-06-1977,M,Italia,Italia,F205
rec_1409,entity_467,C,Andrea,Jory,02-07-1967,M,Italia,Italia,C621
rec_1410,entity_676,C,Ferdinando,De Giorgi,05-03-1976,M,Italia,Italia,G834
rec_1414,entity_1933,C,Syrja,Pojani,01-02-2002,M,Albania,Albania,Z100
rec_1418,entity_338,C,Ferdinando,Ungaretti,15-05-1988,M,Italia,Italia,H199
rec_1420,entity_1047,C,Gilberto,Pininfarina,25-09-1992,M,Italia,Italia,A894
rec_1424,entity_879,C,Filippo,Druso,28-05-1955,M,Italia,Italia,B157
rec_1426,entity_1262,C,Silvio,Grmossi,15-08-1994,M,Italia,Italia,A027
rec_1428,entity_1475,C,Ahmed Mohamed Ibrahim,Saad,17-05-1993,M,Egitto,Egitto,Z336
rec_1432,entity_1089,C,Luigi,Narduzzi,11-08-1958,M,Germania,Italia,Z112
rec_1434,entity_1194,C,Sergio,D'Asnasch,31-12-1979,M,Italia,Italia,I470
rec_1437,entity_645,C,Nicola,Delli Santi,13-08-2004,M,Italia,Italia,D810
rec_1439,entity_444,C,Ubaldo,Scandone,16-03-1975,M,Italia,Italia,A944
rec_1441,entity_210,C,Berznardo,Filogamo,05-03-1958,M,Italia,Italia,F205
rec_1442,entity_446,C,Massimo,Salvad,05-01-1993,M,Italia,Italia,F839
rec_1443,entity_1649,C,Lotfi,Rebaw,07-12-1969,M,Tunisia,Tunisia,Z352
rec_1445,entity_289,C,Renjo,Sambo,10-06-1986,M,Italia,Italia,F158
rec_1447,entity_1456,C,Vujadin,Boskov,08-10-1978,M,Serbia,Serbia,Z158
rec_1456,entity_1343,C,Elitsa Atanasova,Yankova,23-05-1996,F,Bulgaria,Bulgaria,Z104
rec_1457,entity_1593,C,Vilmo,Szabo,20-08-1972,M,Romania,Romania,Z129
rec_1461,entity_275,C,Lamberto,Mari,22-12-1960,M,Italia,Italia,L219
rec_1462,entity_130,C,Paolo,Bossini,20-09-1987,M,Italia,Italia,F229
rec_1464,entity_296,C,Gianluca,Lamaro,17-02-1971,M,Italia,Italia,L063
rec_1467,entity_515,C,Santino,Morlacchi,11-05-1976,M,Italia,Italia,M294
rec_1468,entity_1229,C,Mario,Zorzi,27-06-1963,M,Italia,Italia,A944
rec_1469,entity_1959,C,Pjeter,Bumci,14-04-1997,M,Albania,Albania,Z100
rec_1470,entity_1304,C,Niccol,Beni,31-12-1972,M,Italia,Italia,A893
rec_1471,entity_951,C,Silvio,Fauner,22-10-1978,M,Italia,Italia,C361
rec_1478,entity_318,C,Livio,Marrone,24-02-1974,M,Italia,Italia,C726
rec_1481,entity_185,C,Gioele,Ramazzotti,27-01-1989,M,Italia,Italia,H620
rec_1482,entity_1664,C,Mohamed,Amin,07-12-1969,M,Egitto,Egitto,Z336
rec_1485,entity_1415,C,Lasha,Gujejiani,18-09-1997,M,Georgia,Georgia,Z254
rec_1490,entity_944,C,Marcello,Guicciardini,20-07-1963,M,Italia,Italia,G713
rec_1494,entity_406,C,Geremia,Farnese,19-08-1987,M,Italia,Italia,D122
rec_1500,entity_617,C,Vincenzo,Canevascini,18-01-1960,M,Italia,Italia,F205
rec_1501,entity_290,C,Ronaldo,Storladi,15-04-1965,M,Italia,Italia,B034
rec_1503,entity_389,C,Alfredo,Francia,19-09-1988,M,Italia,Italia,A010
rec_1514,entity_1646,C,Iowif,Deutsch,20-12-1996,M,Romania,Romania,Z129
rec_1516,entity_319,C,Giorgio,Togliatti,15-05-1962,M,Italia,Italia,H501
rec_1518,entity_1256,C,Uber,Baccilieri,03-02-1960,M,Italia,Italia,B780
rec_1519,entity_1202,C,Sandro,Gualtieri,02-03-1975,M,Italia,Italia,D488
rec_1521,entity_170,C,Cirillo,Palazzo,25-05-1951,M,Italia,Italia,F005
rec_1529,entity_86,C,Gilberto,Ferragni,17-03-1988,M,Italia,Italia,H183
rec_1531,entity_314,C,Renzo,Bariviera,13-02-1985,M,Italia,Italia,F839
rec_1532,entity_961,C,Ennio,Squarcione,07-02-1976,M,Italia,Italia,F127
rec_1539,entity_1853,C,Hernan,Espinoza,01-05-1993,M,Peru,Peru,Z611
rec_1541,entity_228,C,Giovanni-Battista,Orlandh,03-06-1979,M,Italia,Italia,A056
rec_1542,entity_1749,C,Marco,Torres,19-10-1998,M,Francia,Francia,Z110
rec_1543,entity_986,C,Niccolo,Tebaldi,21-03-2002,M,Italia,Italia,E054
rec_1544,entity_420,C,Achille,Piccini,06-07-1984,M,Italia,Italia,E054
rec_1546,entity_507,C,Adriano,Lanza,30-11-1984,M,Italia,Italia,G324
rec_1549,entity_604,C,Giovanni,Vespa,09-08-1984,M,Italia,Italia,F205
rec_1551,entity_216,C,Alfonso,Marotta,05-10-1990,M,Italia,Italia,A064
rec_1556,entity_1330,C,Eseosda Fostine,Desalu,07-07-1993,M,Italia,Italia,A390
rec_1560,entity_1897,C,Marius,Cihrean,09-07-1980,M,Romania,Romania,Z129
rec_1563,entity_1783,C,Achrag,Kharroubi,30-11-1979,M,Italia,Marocco,A176
rec_1573,entity_196,C,Ottavio,Bazzi,22-06-1980,M,Italia,Italia,I306
rec_1574,entity_402,C,Gabriele,Vianello,15-02-1974,M,Italia,Italia,L219
rec_1575,entity_1360,C,Emilia Alina,Vuc,05-09-1988,F,Romania,Romania,Z129
rec_1578,entity_45,C,Anna,Barabino,21-05-1986,F,Italia,Italia,H274
rec_1579,entity_1450,C,Tarak,Dhiba,09-06-1986,M,Tunisia,Tunisia,Z352
rec_1580,entity_1033,C,Pasquale,Zarlino,16-02-1991,M,Italia,Italia,H501
rec_1586,entity_1249,C,Guglelmo,Vecoli,02-05-1963,M,Italia,Italia,E625
rec_1597,entity_721,C,Nunzio,Fibonacci,12-11-1992,M,Italia,Italia,C566
rec_1598,entity_1628,C,Alexandru,Vatamanu,04-10-1981,M,Romania,Romania,Z129
rec_1603,entity_1748,C,Eqrem,Libphova,13-12-1994,M,Albania,Albania,Z100
rec_1605,entity_1943,C,Dakuoa,Arabani,22-07-1977,M,Filippine,Filippine,Z216
rec_1606,entity_608,C,Aurelio,Menegazvzi,07-08-1989,M,Italia,Italia,B963
rec_1609,entity_680,C,Adelmo,Bulgarelli,15-04-1955,M,Italia,Italia,I056
rec_1612,entity_543,C,Danile,Giovanardi,18-10-1963,M,Italia,Italia,E054
rec_1613,entity_1528,C,Nwanu,Chidi,31-05-1974,M,Nigeria,Nigeria,Z335
rec_1614,entity_1840,C,Amar,Garibovi,09-12-1989,M,Serbia,Serbia,Z158
rec_1615,entity_1351,C,Zornitaa,Marinova,30-04-1967,F,Bulgaria,Bulgaria,Z104
rec_1618,entity_1859,C,Simon,Popa,04-12-2001,M,Albania,Albania,Z100
rec_1622,entity_702,C,Paolo,Pizzo,11-04-1982,M,Italia,Italia,E155
rec_1623,entity_69,C,Giulio,Rusconi,10-10-1988,M,Italia,Italia,L219
rec_1626,entity_977,C,Biagio,Gaiatto,07-11-1995,M,Italia,Italia,C291
rec_1634,entity_1286,C,Angelo Pio,Bodoni,30-03-1982,M,Italia,Italia,G273
rec_1639,entity_71,C,Walter,Ranghieri,15-04-1959,M,Italia,Italia,E472
rec_1641,entity_1875,C,Abdelatif,Noussir,08-01-1991,M,Marocco,Marocco,Z330
rec_1642,entity_1612,C,Fouzi,El-Brazi,01-02-1993,M,Marocco,Marocco,Z330
rec_1644,entity_113,C,Orgera,Franco,04-12-1979,M,Italia,Italia,C852
rec_1646,entity_854,C,Orlando,Savarin,17-07-1980,M,Italia,Italia,G924
rec_1650,entity_816,C,Ricciotti,Donati,21-05-1955,M,Italia,Italia,G702
rec_1652,entity_1525,C,Nawak,El-Moutawalel,30-11-1989,M,Marocco,Marocco,Z330
rec_1655,entity_1568,C,Harijana Raja,Ratnayake,05-09-1991,M,Sri Lanka,Sri Lanka,Z209
rec_1656,entity_1739,C,Al-Farouq Ajiede,Aminu,22-01-1989,M,Nigeria,Nigeria,Z335
rec_1657,entity_1971,C,Gamal El-Din Hamed,El-Sherbini,24-08-1987,M,Egitto,Egitto,Z336
rec_1659,entity_1616,C,Yahia,Gregni,01-12-1986,M,Libia,Libia,Z326
rec_1660,entity_1144,C,Erminio,Dones,03-02-1971,M,Italia,Italia,A401
rec_1661,entity_1553,C,Nassir,Maachi,24-02-1978,M,Marocco,Marocco,Z330
rec_1664,entity_649,C,Angelo,Bignardi,30-08-1981,M,Italia,Italia,F799
rec_1671,entity_1573,C,Imad,Ahelluc,04-11-1992,M,Marocco,Marocco,Z330
rec_1673,entity_1222,C,Donatello,Rossellini,16-03-1978,M,Italia,Italia,L219
rec_1676,entity_1097,C,Roberto,Tricella,03-12-1948,M,Italia,Italia,I535
rec_1677,entity_1091,C,Biagio,Moretti,03-07-1967,M,Italia,Italia,L736
rec_1678,entity_707,C,Adriano,Tuzi,12-08-1968,M,Italia,Italia,A294
rec_1690,entity_718,C,Remo,Tpmasi,01-08-1981,M,Italia,Italia,E224
rec_1691,entity_822,C,Arturo,Toso,17-08-1984,M,Italia,Italia,C351
rec_1692,entity_1216,C,Miroko,Giammusso,10-07-1967,M,Italia,Italia,A345
rec_1695,entity_594,C,Alessio,Majorana,08-01-1980,M,Italia,Italia,D969
rec_1697,entity_1126,C,Gianfranco,Baraldi,11-01-1960,M,Italia,Italia,L916
rec_1698,entity_533,C,Ernesto,Gulotta,14-01-1984,M,Italia,Italia,H501
rec_1699,entity_1680,C,Simon,Addo,26-04-1988,M,Ghana,Ghana,Z318
rec_1700,entity_105,C,Francesco,Del Grosso,05-02-1983,M,Italia,Italia,C388
rec_1701,entity_518,C,Angelo,Polledri,30-06-1968,M,Italia,Italia,L840
rec_1703,entity_1413,C,Ali,Al-Nouisri,28-05-1964,M,Tunisia,Tunisia,Z352
rec_1711,entity_679,C,Carlo,Scamrcio,26-10-1964,M,Italia,Italia,B644
rec_1712,entity_1515,C,Radhi Ben Abdelmajid ,Al-Jadi,28-02-1965,M,Tunisia,Tunisia,Z352
rec_1714,entity_871,C,Ricciotti,Muratori,18-11-1978,M,Italia,Italia,A841
rec_1717,entity_1221,C,Filippo,Ganja,29-05-1995,M,Italia,Italia,M272
rec_1720,entity_1468,C,Mohamed Naceur,Jelili,31-03-1981,M,Tunisia,Tunisia,Z352
rec_1725,entity_17,C,Chiara Masini,Luccetti,15-07-1977,F,Italia,Italia,B507
rec_1730,entity_616,C,Andrea,Cassar,30-06-1948,M,Italia,Italia,A952
rec_1735,entity_183,C,Roland,Fischnaller,12-03-1969,M,Italia,Italia,F839
rec_1737,entity_741,C,Sergio,Bertoni,21-10-1984,M,Italia,Italia,B872
rec_1738,entity_1291,C,Danilo,Luca,30-06-1980,M,Italia,Italia,A652
rec_1743,entity_1379,C,Fathallah,Bouazzaoui,26-07-1980,M,Marocco,Marocco,Z330
rec_1744,entity_59,C,Daniela,Graglia,12-03-1977,F,Italia,Italia,L727
rec_1745,entity_1443,C,Telemak,Labovitiadhi,30-12-1989,M,Albania,Albania,Z100
rec_1747,entity_1121,C,Piero,Italiani,14-03-1985,M,Italia,Italia,F335
rec_1753,entity_235,C,Alfred,Prucker,26-10-1984,M,Italia,Italia,G337
rec_1754,entity_906,C,Olivier Edouard Louis,Collaini,11-10-1988,M,Italia,Italia,A638
rec_1757,entity_1091,C,Biagio,Moretti,03-07-1967,M,Italia,Italia,L736
rec_1759,entity_267,C,Giacomo,Bazzan,01-08-1980,M,Italia,Italia,H163
rec_1762,entity_1151,C,Carlo,Romagnoli,16-11-1971,M,Italia,Italia,G371
rec_1764,entity_724,C,Giuliano,Nostini,23-08-1987,M,Italia,Italia,I754
rec_1765,entity_678,C,Lamberto,Leoncavallo,17-09-1987,M,Italia,Italia,A089
rec_1768,entity_142,C,Ettore,Tavernari,25-08-1989,M,Italia,Italia,G273
rec_1774,entity_1165,C,Aldo,Galuppi,16-05-1975,M,Italia,Italia,I531
rec_1775,entity_1432,C,Constantin,Ciocan,03-05-1994,M,Romania,Romania,Z129
rec_1776,entity_1510,C,Constantin,Niculae,25-11-1994,M,Romania,Romania,Z129
rec_1781,entity_194,C,Tullio,Giacconi,11-10-1977,M,Italia,Italia,C351
rec_1786,entity_222,C,Matteo,Marconcini,10-08-1995,M,Italia,Italia,F224
rec_1788,entity_1801,C,Yunfeng,Ma,13-01-1980,M,Cina,Cina,Z210
rec_1798,entity_472,C,Gianluca,Pozzi,04-12-1982,M,Italia,Italia,I625
rec_1800,entity_757,C,Giuseppe,Tonucci,07-10-1981,M,Italia,Italia,H623
rec_1801,entity_1417,C,Zhorzhe,Tersheiro,15-09-1990,M,Georgia,Georgia,Z254
rec_1802,entity_209,C,Lorenzo,Morigi,10-12-1993,M,Italia,Italia,C565
rec_1809,entity_561,C,Fedele,Broschi,26-10-1976,M,Italia,Italia,D810
rec_1813,entity_1827,C,Clment,N'Goran,05-03-1977,M,Costa D'Avorio,Costa D'Avorio,Z313
rec_1815,entity_404,C,Claudio,Libbotte,28-01-1964,M,Italia,Italia,A662
rec_1818,entity_1697,C,Teodoro,Alcalde Millos,11-01-1993,M,Peru,Peru,Z611
rec_1820,entity_1934,C,Mondqy,Eguabor,03-03-1981,M,Nigeria,Nigeria,Z335
rec_1821,entity_863,C,Paolo,Carraro,20-02-1972,M,Italia,Italia,H325
rec_1825,entity_651,C,Pierangelo,Gravina,22-02-1960,M,Italia,Italia,H223
rec_1826,entity_332,C,Riccrado Antonello,Ferri,25-02-1977,M,Italia,Italia,F839
rec_1827,entity_1118,C,Umberto,Avattaneo,06-11-1986,M,Italia,Italia,H163
rec_1828,entity_205,C,Maurizio,Iorio,23-02-1975,M,Italia,Italia,H625
